1.932499999999999885e+00,2.212500000000000355e+00,1.750000000000000000e+00,1.825000000000000400e+00,1.787500000000000089e+00,1.652499999999999858e+00,1.470000000000000195e+00,1.574999999999999956e+00,1.657499999999999973e+00,1.399999999999999911e+00,1.422500000000000098e+00,1.290000000000000258e+00,1.527500000000000302e+00,1.430000000000000160e+00,1.155000000000000027e+00,1.347499999999999920e+00,1.305000000000000160e+00,1.252500000000000169e+00,1.152500000000000080e+00,1.207500000000000240e+00
2.250000000000000000e+00,1.964999999999999858e+00,1.835000000000000187e+00,1.737500000000000266e+00,1.484999999999999876e+00,1.542499999999999982e+00,1.347499999999999920e+00,1.375000000000000222e+00,1.272499999999999964e+00,1.282499999999999973e+00,1.199999999999999956e+00,1.220000000000000195e+00,1.217499999999999805e+00,1.004999999999999893e+00,1.155000000000000027e+00,1.064999999999999947e+00,9.974999999999999423e-01,1.035000000000000142e+00,1.002499999999999947e+00,9.949999999999998845e-01
2.012500000000000178e+00,2.035000000000000142e+00,1.500000000000000222e+00,1.672500000000000098e+00,1.390000000000000124e+00,1.530000000000000027e+00,1.654999999999999805e+00,1.347499999999999920e+00,1.282499999999999973e+00,1.375000000000000000e+00,1.182500000000000107e+00,1.209999999999999964e+00,1.212499999999999911e+00,1.072500000000000009e+00,1.109999999999999876e+00,1.137499999999999956e+00,1.077499999999999902e+00,1.010000000000000009e+00,1.054999999999999938e+00,9.574999999999999067e-01
2.767500000000000071e+00,2.497499999999999609e+00,2.742500000000000160e+00,2.687500000000000000e+00,2.387500000000000178e+00,2.407499999999999751e+00,2.592499999999999805e+00,2.225000000000000089e+00,2.264999999999999680e+00,2.342500000000000249e+00,2.035000000000000142e+00,2.089999999999999858e+00,2.117499999999999716e+00,2.154999999999999805e+00,2.084999999999999964e+00,1.919999999999999929e+00,1.677500000000000213e+00,1.795000000000000373e+00,1.735000000000000098e+00,1.642500000000000071e+00
2.754999999999999893e+00,2.242499999999999716e+00,2.167499999999999538e+00,2.017500000000000071e+00,1.969999999999999973e+00,1.997499999999999831e+00,1.637499999999999956e+00,1.744999999999999885e+00,1.735000000000000098e+00,1.770000000000000018e+00,1.427499999999999991e+00,1.592500000000000027e+00,1.587499999999999911e+00,1.659999999999999698e+00,1.555000000000000160e+00,1.529999999999999805e+00,1.617500000000000160e+00,1.412500000000000089e+00,1.580000000000000071e+00,1.470000000000000195e+00
2.405000000000000249e+00,2.187500000000000000e+00,2.044999999999999929e+00,1.994999999999999885e+00,1.784999999999999698e+00,1.949999999999999956e+00,1.697500000000000231e+00,1.797499999999999876e+00,1.832500000000000018e+00,1.642500000000000071e+00,1.754999999999999671e+00,1.574999999999999956e+00,1.549999999999999822e+00,1.497500000000000053e+00,1.645000000000000018e+00,1.555000000000000160e+00,1.442500000000000115e+00,1.547499999999999876e+00,1.380000000000000115e+00,1.617499999999999716e+00
3.394999999999999574e+00,3.147499999999999964e+00,2.955000000000000071e+00,3.204999999999999627e+00,3.132499999999999396e+00,2.872499999999999609e+00,3.245000000000000107e+00,3.105000000000000426e+00,2.892499999999999627e+00,3.197500000000000231e+00,2.885000000000000231e+00,2.910000000000000142e+00,2.947500000000000231e+00,2.567499999999999893e+00,2.770000000000000018e+00,2.575000000000000178e+00,2.632499999999999840e+00,2.612499999999999822e+00,2.532500000000000195e+00,2.217499999999999805e+00
2.802500000000000213e+00,2.757499999999999840e+00,2.974999999999999645e+00,2.592500000000000249e+00,2.669999999999999929e+00,2.484999999999999876e+00,2.520000000000000462e+00,2.207500000000000018e+00,2.262500000000000178e+00,2.382499999999999840e+00,1.955000000000000071e+00,2.514999999999999680e+00,1.987500000000000044e+00,2.087499999999999467e+00,1.814999999999999947e+00,1.947500000000000231e+00,1.935000000000000053e+00,1.719999999999999973e+00,1.792499999999999982e+00,1.967500000000000027e+00
2.264999999999999680e+00,2.127500000000000391e+00,1.742500000000000160e+00,1.694999999999999840e+00,1.627499999999999947e+00,1.447500000000000009e+00,1.340000000000000080e+00,1.385000000000000231e+00,1.204999999999999849e+00,1.295000000000000151e+00,1.232499999999999929e+00,1.252499999999999947e+00,1.287500000000000089e+00,1.127500000000000169e+00,1.300000000000000266e+00,1.049999999999999822e+00,1.349999999999999867e+00,1.087499999999999911e+00,1.229999999999999982e+00,1.142500000000000071e+00
2.812500000000000000e+00,2.530000000000000249e+00,2.017500000000000071e+00,2.327500000000000124e+00,2.072499999999999787e+00,2.082500000000000018e+00,1.802499999999999769e+00,2.065000000000000391e+00,1.837499999999999911e+00,2.292499999999999538e+00,1.782500000000000195e+00,1.827499999999999902e+00,1.859999999999999876e+00,1.895000000000000018e+00,1.802499999999999769e+00,1.877499999999999947e+00,1.875000000000000000e+00,1.822499999999999787e+00,1.850000000000000089e+00,1.765000000000000124e+00
3.194999999999999396e+00,3.155000000000000249e+00,3.022499999999999964e+00,3.125000000000000000e+00,3.160000000000000142e+00,2.934999999999999609e+00,2.842500000000000249e+00,2.967500000000000249e+00,3.092500000000000249e+00,2.719999999999999751e+00,2.737499999999999822e+00,2.919999999999999929e+00,2.847499999999999698e+00,2.580000000000000071e+00,2.897499999999999964e+00,2.467500000000000249e+00,2.567499999999999893e+00,2.777499999999999858e+00,2.477500000000000036e+00,2.457500000000000462e+00
2.292499999999999982e+00,2.360000000000000320e+00,2.165000000000000036e+00,2.282499999999999751e+00,2.132500000000000284e+00,1.712499999999999911e+00,2.002499999999999947e+00,1.875000000000000000e+00,1.784999999999999698e+00,1.912500000000000089e+00,1.694999999999999840e+00,1.844999999999999973e+00,1.669999999999999929e+00,1.604999999999999982e+00,1.494999999999999885e+00,1.544999999999999929e+00,1.537499999999999867e+00,1.352500000000000036e+00,1.399999999999999911e+00,1.470000000000000195e+00
2.372500000000000053e+00,2.512500000000000178e+00,2.160000000000000142e+00,2.114999999999999769e+00,2.182499999999999662e+00,1.897500000000000187e+00,2.194999999999999840e+00,2.072500000000000231e+00,1.987500000000000044e+00,2.032500000000000195e+00,1.884999999999999787e+00,2.052499999999999769e+00,1.899999999999999911e+00,1.899999999999999911e+00,1.810000000000000053e+00,1.795000000000000373e+00,1.817499999999999671e+00,1.672500000000000098e+00,1.917499999999999982e+00,1.699999999999999956e+00
2.687500000000000000e+00,2.270000000000000462e+00,1.857499999999999929e+00,2.197500000000000231e+00,2.102500000000000036e+00,1.872500000000000053e+00,2.024999999999999467e+00,2.112500000000000266e+00,1.762499999999999956e+00,2.067499999999999893e+00,1.825000000000000400e+00,1.704999999999999627e+00,1.742499999999999716e+00,1.777499999999999858e+00,1.767500000000000071e+00,1.785000000000000142e+00,1.652500000000000302e+00,1.535000000000000142e+00,1.790000000000000258e+00,1.782499999999999973e+00
3.755000000000000338e+00,4.027499999999999858e+00,3.899999999999999911e+00,3.847499999999999254e+00,3.985000000000000320e+00,4.037499999999999645e+00,3.672499999999999432e+00,3.417499999999999538e+00,3.742499999999999716e+00,3.944999999999999396e+00,3.742499999999999716e+00,3.689999999999999947e+00,3.659999999999999254e+00,3.475000000000000089e+00,3.610000000000000320e+00,3.932500000000000107e+00,3.692499999999999893e+00,3.870000000000000107e+00,3.700000000000000178e+00,3.370000000000000107e+00
2.837499999999999911e+00,2.680000000000000160e+00,2.412499999999999645e+00,2.714999999999999414e+00,2.177500000000000213e+00,2.112500000000000266e+00,1.939999999999999947e+00,2.172499999999999876e+00,1.820000000000000284e+00,1.982499999999999929e+00,1.630000000000000115e+00,1.895000000000000018e+00,1.649999999999999911e+00,1.857499999999999929e+00,1.762499999999999956e+00,1.697500000000000231e+00,1.449999999999999956e+00,1.452500000000000124e+00,1.489999999999999991e+00,1.427499999999999769e+00
2.737499999999999822e+00,2.267500000000000071e+00,1.895000000000000018e+00,2.132499999999999840e+00,1.972500000000000142e+00,1.852499999999999813e+00,1.872500000000000053e+00,1.860000000000000098e+00,1.740000000000000213e+00,1.645000000000000018e+00,1.852500000000000258e+00,1.530000000000000027e+00,1.530000000000000027e+00,1.532499999999999973e+00,1.465000000000000080e+00,1.535000000000000142e+00,1.577500000000000124e+00,1.350000000000000089e+00,1.407499999999999973e+00,1.487500000000000044e+00
