3.377222222222222126e+00,2.772777777777778230e+00,2.362222222222222001e+00,2.458888888888889124e+00,1.991111111111111054e+00,1.827777777777777724e+00,1.711666666666666892e+00,1.554999999999999938e+00,1.574444444444444313e+00,1.638888888888889062e+00,1.334999999999999964e+00,1.361111111111110938e+00,1.311111111111111116e+00,1.313888888888888662e+00,1.228333333333333499e+00,1.251666666666666705e+00,1.217222222222222205e+00,1.153888888888888964e+00,1.158888888888889079e+00,1.147222222222222365e+00,1.181111111111111223e+00,1.219999999999999973e+00,1.151666666666666616e+00,1.101666666666666794e+00,1.087222222222222090e+00,1.086666666666666670e+00,1.117222222222222339e+00,1.063333333333333242e+00,1.064999999999999947e+00,1.084999999999999964e+00
2.538333333333333552e+00,2.371111111111110947e+00,2.400000000000000355e+00,2.238888888888888928e+00,2.116111111111111054e+00,2.076666666666666661e+00,1.973888888888888804e+00,2.018333333333333091e+00,2.016666666666667052e+00,2.001111111111110397e+00,1.961666666666666670e+00,1.932222222222222285e+00,1.879444444444444473e+00,1.887222222222221912e+00,1.883888888888888502e+00,1.862777777777777644e+00,1.833333333333333481e+00,1.779444444444444384e+00,1.786666666666666625e+00,1.730555555555555403e+00,1.723888888888888582e+00,1.746111111111110947e+00,1.710555555555555607e+00,1.688333333333333464e+00,1.692222222222222294e+00,1.694444444444444198e+00,1.726666666666666794e+00,1.688333333333333464e+00,1.674999999999999822e+00,1.707222222222221975e+00
2.318888888888888999e+00,2.132777777777777661e+00,1.962222222222222534e+00,1.849999999999999645e+00,1.729444444444444562e+00,1.692777777777777937e+00,1.697222222222221966e+00,1.686111111111110894e+00,1.651666666666666616e+00,1.556666666666666643e+00,1.561111111111110894e+00,1.513888888888888840e+00,1.493888888888888822e+00,1.479999999999999982e+00,1.421111111111110770e+00,1.491666666666666474e+00,1.417777777777778025e+00,1.389444444444444482e+00,1.349444444444444668e+00,1.322222222222222188e+00,1.314999999999999947e+00,1.312777777777777821e+00,1.272777777777777786e+00,1.297222222222222276e+00,1.287777777777777910e+00,1.276111111111110974e+00,1.242777777777777759e+00,1.205555555555555491e+00,1.219444444444444331e+00,1.212777777777777732e+00
2.804444444444444073e+00,2.406111111111111089e+00,2.079444444444444429e+00,2.095000000000000195e+00,1.828333333333333366e+00,1.783333333333333215e+00,1.694444444444444198e+00,1.654999999999999805e+00,1.441666666666666652e+00,1.418888888888888644e+00,1.450000000000000178e+00,1.439444444444444304e+00,1.286111111111111427e+00,1.243888888888888822e+00,1.232222222222222108e+00,1.231111111111111045e+00,1.200555555555555598e+00,1.218333333333333490e+00,1.163888888888888751e+00,1.159444444444444500e+00,1.147222222222222143e+00,1.131666666666666821e+00,1.119444444444444464e+00,1.126111111111111063e+00,1.117222222222222117e+00,1.092222222222222205e+00,1.084444444444444322e+00,1.093888888888888911e+00,1.048888888888888760e+00,1.097222222222222321e+00
2.378888888888888609e+00,2.257777777777778105e+00,2.312777777777777821e+00,2.195555555555555483e+00,2.077222222222222303e+00,2.053333333333333233e+00,2.010555555555555429e+00,2.036111111111110983e+00,2.018888888888888733e+00,1.981666666666666909e+00,1.862222222222222223e+00,2.003333333333332966e+00,1.908888888888889079e+00,1.901111111111111196e+00,1.948888888888888893e+00,1.902222222222222037e+00,1.861111111111111160e+00,1.838333333333333153e+00,1.832777777777778283e+00,1.845555555555555616e+00,1.836111111111111249e+00,1.821666666666666545e+00,1.777777777777777679e+00,1.770000000000000018e+00,1.702222222222222303e+00,1.803333333333333455e+00,1.743888888888889044e+00,1.726111111111110930e+00,1.715000000000000080e+00,1.775555555555555332e+00
2.552777777777777590e+00,2.455555555555555713e+00,2.465000000000000302e+00,2.506666666666666821e+00,2.281666666666666732e+00,2.201111111111111018e+00,2.144444444444444375e+00,2.196666666666666767e+00,2.131111111111111178e+00,2.157222222222222374e+00,2.013888888888888840e+00,2.060555555555555252e+00,1.937222222222222179e+00,1.903333333333333099e+00,1.828333333333333144e+00,1.942222222222222294e+00,1.870000000000000107e+00,1.881111111111111178e+00,1.783888888888888857e+00,1.695000000000000062e+00,1.751666666666666483e+00,1.746111111111110947e+00,1.729999999999999982e+00,1.742222222222221895e+00,1.760000000000000231e+00,1.747777777777777652e+00,1.717222222222222650e+00,1.698888888888889115e+00,1.682222222222222285e+00,1.733888888888888813e+00
2.182777777777777928e+00,2.154999999999999805e+00,2.113333333333333286e+00,1.900000000000000355e+00,1.697777777777778052e+00,1.632777777777778105e+00,1.568333333333333357e+00,1.532222222222221930e+00,1.498333333333333073e+00,1.461666666666666892e+00,1.467222222222222205e+00,1.413333333333333330e+00,1.367777777777777759e+00,1.390555555555555323e+00,1.326666666666666883e+00,1.327777777777777724e+00,1.324444444444444313e+00,1.320000000000000062e+00,1.255555555555555536e+00,1.260555555555555429e+00,1.261666666666666714e+00,1.344999999999999973e+00,1.239444444444444571e+00,1.257777777777777883e+00,1.248333333333333295e+00,1.256666666666666821e+00,1.201111111111111018e+00,1.143888888888888955e+00,1.195555555555555483e+00,1.187777777777777821e+00
3.029999999999999805e+00,2.788888888888888751e+00,2.656111111111110645e+00,2.511111111111111516e+00,2.350000000000000089e+00,2.399999999999999911e+00,2.315555555555555589e+00,2.248333333333333517e+00,2.199444444444444979e+00,2.197777777777777608e+00,2.134999999999999787e+00,2.177777777777777590e+00,2.140000000000000124e+00,1.913888888888889195e+00,1.936111111111111116e+00,1.878888888888888609e+00,1.865555555555555411e+00,1.806666666666666865e+00,1.789444444444444393e+00,1.756111111111111178e+00,1.800000000000000044e+00,1.822777777777777608e+00,1.689444444444444526e+00,1.674444444444444180e+00,1.673333333333333117e+00,1.667777777777778025e+00,1.613333333333333508e+00,1.607777777777777750e+00,1.578888888888888786e+00,1.553333333333333455e+00
3.012777777777778443e+00,2.837222222222222090e+00,2.697222222222222410e+00,2.588888888888889017e+00,2.566111111111110787e+00,2.506666666666666377e+00,2.564444444444444748e+00,2.504444444444444251e+00,2.335555555555556051e+00,2.467222222222222427e+00,2.456666666666666554e+00,2.273333333333332984e+00,2.266111111111110965e+00,2.312777777777777377e+00,2.274444444444444713e+00,2.242222222222222339e+00,2.293888888888888644e+00,2.301666666666666750e+00,2.142222222222222250e+00,2.242222222222221895e+00,2.174444444444444180e+00,2.198888888888888893e+00,2.156666666666666732e+00,2.158333333333333215e+00,2.180000000000000160e+00,2.173888888888888982e+00,2.156666666666666732e+00,2.144444444444444375e+00,2.091111111111111587e+00,2.166666666666666519e+00
2.499444444444444358e+00,2.697222222222222410e+00,2.533888888888888857e+00,2.428333333333333233e+00,2.351666666666667016e+00,2.204999999999999627e+00,2.141666666666666607e+00,2.056666666666666643e+00,2.003333333333333410e+00,2.071111111111110681e+00,1.945555555555555705e+00,1.857777777777777972e+00,1.875555555555555420e+00,1.812777777777777821e+00,1.866666666666666474e+00,1.822222222222222188e+00,1.771666666666666279e+00,1.796111111111110770e+00,1.778333333333333099e+00,1.765000000000000346e+00,1.660555555555555785e+00,1.705555555555555713e+00,1.702777777777777946e+00,1.667777777777777803e+00,1.602777777777778079e+00,1.533888888888889079e+00,1.538888888888889195e+00,1.566666666666666652e+00,1.483333333333333393e+00,1.541666666666666297e+00
