1.655000000000000027e+00,1.642500000000000071e+00,1.172499999999999876e+00,1.152500000000000080e+00,1.084999999999999964e+00,9.199999999999999289e-01,8.999999999999998002e-01,7.775000000000000799e-01,8.775000000000000577e-01,8.200000000000000622e-01
2.662500000000000089e+00,1.857499999999999929e+00,1.842499999999999805e+00,1.870000000000000329e+00,1.767499999999999627e+00,1.967500000000000027e+00,2.107499999999999929e+00,1.695000000000000284e+00,1.817499999999999671e+00,1.635000000000000231e+00
2.312500000000000444e+00,1.957500000000000018e+00,1.450000000000000178e+00,1.625000000000000000e+00,1.254999999999999893e+00,1.345000000000000195e+00,1.274999999999999911e+00,1.107499999999999929e+00,1.282500000000000195e+00,1.137499999999999956e+00
1.889999999999999902e+00,1.810000000000000053e+00,1.800000000000000044e+00,1.572500000000000009e+00,1.487500000000000044e+00,1.732499999999999929e+00,1.432499999999999885e+00,1.562500000000000000e+00,1.632499999999999840e+00,1.287500000000000089e+00
2.767500000000000071e+00,2.780000000000000249e+00,2.629999999999999893e+00,2.297499999999999876e+00,2.625000000000000000e+00,2.327500000000000124e+00,2.217500000000000249e+00,2.072500000000000231e+00,2.024999999999999911e+00,2.134999999999999787e+00
2.184999999999999609e+00,2.267500000000000071e+00,2.129999999999999893e+00,2.189999999999999947e+00,1.864999999999999769e+00,1.800000000000000044e+00,1.862500000000000044e+00,1.692500000000000115e+00,1.782499999999999973e+00,1.764999999999999902e+00
2.799999999999999822e+00,2.502500000000000391e+00,2.174999999999999822e+00,2.132499999999999840e+00,2.110000000000000320e+00,2.217500000000000249e+00,1.747499999999999831e+00,1.822499999999999787e+00,1.814999999999999947e+00,1.844999999999999973e+00
2.612499999999999822e+00,3.102500000000000036e+00,2.840000000000000302e+00,2.934999999999999609e+00,2.882499999999999840e+00,2.702500000000000124e+00,2.740000000000000213e+00,2.707500000000000018e+00,2.787500000000000089e+00,2.514999999999999680e+00
3.472499999999999254e+00,2.772499999999999964e+00,2.450000000000000178e+00,2.854999999999999982e+00,2.717500000000000249e+00,2.157499999999999751e+00,2.259999999999999787e+00,2.539999999999999591e+00,2.395000000000000018e+00,2.417499999999999982e+00
1.742499999999999716e+00,1.699999999999999956e+00,1.660000000000000142e+00,1.819999999999999840e+00,1.710000000000000187e+00,1.277499999999999858e+00,1.354999999999999982e+00,1.744999999999999885e+00,1.579999999999999849e+00,1.427499999999999769e+00
2.352500000000000036e+00,2.430000000000000160e+00,2.532499999999999751e+00,2.500000000000000444e+00,3.042499999999999982e+00,2.182500000000000107e+00,2.190000000000000391e+00,2.165000000000000036e+00,2.075000000000000178e+00,2.089999999999999858e+00
3.057500000000000107e+00,2.437499999999999556e+00,2.685000000000000053e+00,2.247500000000000053e+00,2.715000000000000302e+00,2.447500000000000231e+00,2.339999999999999858e+00,2.395000000000000462e+00,2.577499999999999680e+00,2.287499999999999645e+00
2.214999999999999858e+00,2.487499999999999822e+00,2.247500000000000053e+00,2.252500000000000391e+00,2.229999999999999982e+00,1.915000000000000258e+00,1.969999999999999973e+00,2.077499999999999680e+00,1.827500000000000124e+00,1.705000000000000071e+00
2.464999999999999858e+00,2.344999999999999751e+00,2.239999999999999325e+00,1.994999999999999885e+00,2.082500000000000018e+00,1.812500000000000000e+00,1.787500000000000089e+00,1.917499999999999982e+00,1.727499999999999813e+00,1.727499999999999813e+00
2.287500000000000533e+00,2.379999999999999893e+00,2.197500000000000231e+00,1.880000000000000115e+00,1.705000000000000071e+00,1.732499999999999929e+00,1.742499999999999716e+00,1.567500000000000115e+00,1.440000000000000169e+00,1.654999999999999805e+00
3.524999999999999911e+00,3.819999999999999396e+00,3.382500000000000284e+00,3.662500000000000089e+00,3.665000000000000480e+00,3.439999999999999947e+00,3.502499999999999947e+00,3.540000000000000036e+00,3.530000000000000249e+00,3.134999999999999787e+00
2.489999999999999769e+00,2.177499999999999769e+00,2.257499999999999840e+00,1.929999999999999716e+00,2.212500000000000355e+00,2.102500000000000036e+00,2.115000000000000213e+00,1.792499999999999760e+00,2.044999999999999929e+00,1.734999999999999876e+00
2.920000000000000373e+00,2.975000000000000089e+00,2.487499999999999822e+00,2.277500000000000302e+00,2.234999999999999876e+00,2.362499999999999822e+00,1.860000000000000098e+00,2.184999999999999609e+00,1.860000000000000098e+00,1.902500000000000302e+00
2.737499999999999822e+00,2.910000000000000142e+00,2.430000000000000160e+00,2.250000000000000000e+00,2.319999999999999840e+00,2.180000000000000160e+00,2.062500000000000444e+00,2.155000000000000249e+00,1.930000000000000160e+00,2.035000000000000142e+00
1.795000000000000373e+00,2.017500000000000071e+00,1.524999999999999911e+00,1.619999999999999885e+00,1.489999999999999991e+00,1.362500000000000044e+00,1.367500000000000160e+00,1.192499999999999893e+00,1.220000000000000195e+00,1.242499999999999938e+00
2.844999999999999751e+00,2.487499999999999822e+00,1.977500000000000258e+00,2.104999999999999982e+00,2.465000000000000302e+00,2.239999999999999769e+00,2.257499999999999840e+00,2.184999999999999609e+00,2.350000000000000089e+00,1.864999999999999769e+00
2.609999999999999876e+00,2.387499999999999734e+00,3.112499999999999822e+00,2.837500000000000355e+00,2.535000000000000142e+00,2.634999999999999787e+00,2.835000000000000409e+00,2.700000000000000178e+00,2.602500000000000036e+00,2.385000000000000231e+00
1.977500000000000258e+00,1.819999999999999840e+00,1.627499999999999947e+00,1.459999999999999742e+00,1.545000000000000151e+00,1.450000000000000178e+00,1.452499999999999902e+00,1.390000000000000124e+00,1.397500000000000187e+00,1.332500000000000018e+00
2.527500000000000302e+00,2.425000000000000266e+00,2.705000000000000071e+00,2.674999999999999822e+00,2.327499999999999680e+00,2.510000000000000231e+00,2.537500000000000089e+00,2.222500000000000142e+00,2.299999999999999822e+00,2.097499999999999698e+00
3.392499999999999627e+00,3.340000000000000746e+00,2.995000000000000107e+00,2.794999999999999929e+00,2.570000000000000284e+00,2.450000000000000178e+00,2.272499999999999964e+00,2.110000000000000320e+00,2.057499999999999662e+00,1.832500000000000018e+00
2.754999999999999893e+00,3.149999999999999911e+00,2.587499999999999911e+00,2.410000000000000142e+00,2.229999999999999982e+00,1.955000000000000071e+00,2.520000000000000018e+00,2.092500000000000249e+00,1.942500000000000115e+00,1.907500000000000195e+00
2.625000000000000444e+00,2.407499999999999751e+00,2.252500000000000391e+00,2.012500000000000178e+00,2.182500000000000107e+00,1.899999999999999911e+00,1.774999999999999911e+00,2.077500000000000124e+00,2.080000000000000071e+00,1.645000000000000018e+00
2.234999999999999876e+00,2.112499999999999822e+00,2.112499999999999822e+00,1.494999999999999885e+00,1.664999999999999813e+00,1.407500000000000195e+00,1.354999999999999982e+00,1.417499999999999982e+00,1.359999999999999876e+00,1.412500000000000089e+00
2.762499999999999734e+00,2.607499999999999929e+00,2.590000000000000302e+00,2.267500000000000071e+00,2.272499999999999964e+00,2.645000000000000018e+00,2.450000000000000178e+00,2.282499999999999751e+00,2.250000000000000000e+00,2.232500000000000373e+00
